Источник перечня;ID строки Directus;Slug;Услуга;Позиция прайса;Статус соответствия;Код по описанию услуги;Официальное название;Коды только для проверки протокола;Названия условных кодов;Основание и ограничения;Источник кода
Актуальный прайс Directus;138;mezoterapiya-i-biorevitalizaciya;Мезотерапия и биоревитализация;NCTF 135, 3 ml;Условно: требуется подтверждение протокола;;;A11.01.003 | A11.01.012;Внутрикожное введение лекарственных препаратов | Введение искусственных имплантатов в мягкие ткани;"Раздел объединяет разные вмешательства. A11.01.003 — только внутрикожное введение лекарственного препарата; A11.01.012 — введение искусственного имплантата в мягкие ткани. Выбрать по протоколу и регистрационной документации. Название средства само по себе не даёт кода.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;139;mezoterapiya-i-biorevitalizaciya;Мезотерапия и биоревитализация;NCTF 135HA, 3 ml;Условно: требуется подтверждение протокола;;;A11.01.003 | A11.01.012;Внутрикожное введение лекарственных препаратов | Введение искусственных имплантатов в мягкие ткани;"Раздел объединяет разные вмешательства. A11.01.003 — только внутрикожное введение лекарственного препарата; A11.01.012 — введение искусственного имплантата в мягкие ткани. Выбрать по протоколу и регистрационной документации. Название средства само по себе не даёт кода.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;140;mezoterapiya-i-biorevitalizaciya;Мезотерапия и биоревитализация;NCTF 135HA+, 3 ml;Условно: требуется подтверждение протокола;;;A11.01.003 | A11.01.012;Внутрикожное введение лекарственных препаратов | Введение искусственных имплантатов в мягкие ткани;"Раздел объединяет разные вмешательства. A11.01.003 — только внутрикожное введение лекарственного препарата; A11.01.012 — введение искусственного имплантата в мягкие ткани. Выбрать по протоколу и регистрационной документации. Название средства само по себе не даёт кода.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;141;mezoterapiya-i-biorevitalizaciya;Мезотерапия и биоревитализация;Hyalrepair-06, 5 ml, анти-акне;Условно: требуется подтверждение протокола;;;A11.01.003 | A11.01.012;Внутрикожное введение лекарственных препаратов | Введение искусственных имплантатов в мягкие ткани;"Раздел объединяет разные вмешательства. A11.01.003 — только внутрикожное введение лекарственного препарата; A11.01.012 — введение искусственного имплантата в мягкие ткани. Выбрать по протоколу и регистрационной документации. Название средства само по себе не даёт кода.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;142;mezoterapiya-i-biorevitalizaciya;Мезотерапия и биоревитализация;Укрепление / рост волос, 2 ml;Условно: требуется подтверждение протокола;;;A11.01.003 | A11.01.012;Внутрикожное введение лекарственных препаратов | Введение искусственных имплантатов в мягкие ткани;"Раздел объединяет разные вмешательства. A11.01.003 — только внутрикожное введение лекарственного препарата; A11.01.012 — введение искусственного имплантата в мягкие ткани. Выбрать по протоколу и регистрационной документации. Название средства само по себе не даёт кода.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;143;mezoterapiya-i-biorevitalizaciya;Мезотерапия и биоревитализация;Hair Filler 1 ml;Условно: требуется подтверждение протокола;;;A11.01.003 | A11.01.012;Внутрикожное введение лекарственных препаратов | Введение искусственных имплантатов в мягкие ткани;"Раздел объединяет разные вмешательства. A11.01.003 — только внутрикожное введение лекарственного препарата; A11.01.012 — введение искусственного имплантата в мягкие ткани. Выбрать по протоколу и регистрационной документации. Название средства само по себе не даёт кода.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;144;mezoterapiya-i-biorevitalizaciya;Мезотерапия и биоревитализация;ASCE;Условно: требуется подтверждение протокола;;;A11.01.003 | A11.01.012;Внутрикожное введение лекарственных препаратов | Введение искусственных имплантатов в мягкие ткани;"Раздел объединяет разные вмешательства. A11.01.003 — только внутрикожное введение лекарственного препарата; A11.01.012 — введение искусственного имплантата в мягкие ткани. Выбрать по протоколу и регистрационной документации. Название средства само по себе не даёт кода.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;145;konturnaya-plastika;Контурная пластика;Коррекция носогубной складки, 1 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;146;konturnaya-plastika;Контурная пластика;Коррекция носослезной борозды;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;147;konturnaya-plastika;Контурная пластика;Яблочки молодости / лифтинг средней трети, 1 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;148;konturnaya-plastika;Контурная пластика;3D моделирование подбородка, 1 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;149;konturnaya-plastika;Контурная пластика;Заполнение височной области, 1 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;150;konturnaya-plastika;Контурная пластика;Бланширование лба, 1 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;151;konturnaya-plastika;Контурная пластика;Нехирургическая ринопластика;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;152;konturnaya-plastika;Контурная пластика;Омоложение шеи / кольца Венеры, 1 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;153;konturnaya-plastika;Контурная пластика;Коррекция мочек уха;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;154;konturnaya-plastika;Контурная пластика;Full face, 3 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;155;konturnaya-plastika;Контурная пластика;Full face, 4 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;156;konturnaya-plastika;Контурная пластика;Full face, 5 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;157;konturnaya-plastika;Контурная пластика;Full face, 6 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;158;konturnaya-plastika;Контурная пластика;Belotero lips contur, 0,6 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;159;konturnaya-plastika;Контурная пластика;Belotero Intense, 1 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;160;konturnaya-plastika;Контурная пластика;Stylage M Lidocaine, 1 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;161;konturnaya-plastika;Контурная пластика;Stylage M, 1 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;162;konturnaya-plastika;Контурная пластика;Stylage S, 0,8 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;163;konturnaya-plastika;Контурная пластика;Stylage Special lips;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;164;konturnaya-plastika;Контурная пластика;Увлажнение губ Stylage Hydro max;Условно: требуется подтверждение протокола;;;A11.01.003 | A11.01.012 | A11.01.013;Внутрикожное введение лекарственных препаратов | Введение искусственных имплантатов в мягкие ткани | Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;Увлажнение губ не подтверждает коррекцию формы. Уточнить вмешательство, слой введения, назначение и регистрационную категорию вводимого материала.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;165;konturnaya-plastika;Контурная пластика;Aliaxin Lv, 1 ml;Соответствует описанному вмешательству;A11.01.013;Введение искусственных наполнителей в мягкие ткани с целью коррекции формы;;;Для заявленной коррекции формы искусственным наполнителем. Если фактически выполняется иное вмешательство, нужна переклассификация. A16.01.026 — отдельное существующее название «Внутрикожная контурная пластика», не второй обязательный код той же инъекции.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;166;konturnaya-plastika;Контурная пластика;Лонгидаза, 1 доза;Условно: требуется подтверждение протокола;;;A11.01.002 | A11.01.003;Подкожное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;Это не введение наполнителя. Нужны цель и путь введения: подкожный или внутрикожный. Код выбирается по фактическому вмешательству, а не по названию средства.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;167;konturnaya-plastika;Контурная пластика;Лонгидаза, 2 дозы;Условно: требуется подтверждение протокола;;;A11.01.002 | A11.01.003;Подкожное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;Это не введение наполнителя. Нужны цель и путь введения: подкожный или внутрикожный. Код выбирается по фактическому вмешательству, а не по названию средства.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;168;botullinoterapiya;Ботулинотерапия;Межбровье;Условно: требуется подтверждение протокола;;;A11.02.002 | A11.01.003;Внутримышечное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;"A11.02.002 — при внутримышечном введении, A11.01.003 — при внутрикожном. Требуется путь введения для конкретного протокола; зона и единицы токсина этого не доказывают.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;169;botullinoterapiya;Ботулинотерапия;Лоб + межбровье;Условно: требуется подтверждение протокола;;;A11.02.002 | A11.01.003;Внутримышечное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;"A11.02.002 — при внутримышечном введении, A11.01.003 — при внутрикожном. Требуется путь введения для конкретного протокола; зона и единицы токсина этого не доказывают.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;170;botullinoterapiya;Ботулинотерапия;Уголки глаз «гусиные лапки»;Условно: требуется подтверждение протокола;;;A11.02.002 | A11.01.003;Внутримышечное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;"A11.02.002 — при внутримышечном введении, A11.01.003 — при внутрикожном. Требуется путь введения для конкретного протокола; зона и единицы токсина этого не доказывают.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;171;botullinoterapiya;Ботулинотерапия;Спинка носа;Условно: требуется подтверждение протокола;;;A11.02.002 | A11.01.003;Внутримышечное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;"A11.02.002 — при внутримышечном введении, A11.01.003 — при внутрикожном. Требуется путь введения для конкретного протокола; зона и единицы токсина этого не доказывают.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;172;botullinoterapiya;Ботулинотерапия;5 в 1: лоб + брови + межбровье + глаза + нос;Условно: требуется подтверждение протокола;;;A11.02.002 | A11.01.003;Внутримышечное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;"A11.02.002 — при внутримышечном введении, A11.01.003 — при внутрикожном. Требуется путь введения для конкретного протокола; зона и единицы токсина этого не доказывают.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;173;botullinoterapiya;Ботулинотерапия;Крылья носа;Условно: требуется подтверждение протокола;;;A11.02.002 | A11.01.003;Внутримышечное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;"A11.02.002 — при внутримышечном введении, A11.01.003 — при внутрикожном. Требуется путь введения для конкретного протокола; зона и единицы токсина этого не доказывают.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;174;botullinoterapiya;Ботулинотерапия;Подбородок;Условно: требуется подтверждение протокола;;;A11.02.002 | A11.01.003;Внутримышечное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;"A11.02.002 — при внутримышечном введении, A11.01.003 — при внутрикожном. Требуется путь введения для конкретного протокола; зона и единицы токсина этого не доказывают.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;175;botullinoterapiya;Ботулинотерапия;Лечение десневой (гингивальной) улыбки;Условно: требуется подтверждение протокола;;;A11.02.002 | A11.01.003;Внутримышечное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;"A11.02.002 — при внутримышечном введении, A11.01.003 — при внутрикожном. Требуется путь введения для конкретного протокола; зона и единицы токсина этого не доказывают.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;176;botullinoterapiya;Ботулинотерапия;Поднятие уголков рта;Условно: требуется подтверждение протокола;;;A11.02.002 | A11.01.003;Внутримышечное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;"A11.02.002 — при внутримышечном введении, A11.01.003 — при внутрикожном. Требуется путь введения для конкретного протокола; зона и единицы токсина этого не доказывают.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;177;botullinoterapiya;Ботулинотерапия;Кончик носа;Условно: требуется подтверждение протокола;;;A11.02.002 | A11.01.003;Внутримышечное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;"A11.02.002 — при внутримышечном введении, A11.01.003 — при внутрикожном. Требуется путь введения для конкретного протокола; зона и единицы токсина этого не доказывают.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;178;botullinoterapiya;Ботулинотерапия;Лифтинг бровей;Условно: требуется подтверждение протокола;;;A11.02.002 | A11.01.003;Внутримышечное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;"A11.02.002 — при внутримышечном введении, A11.01.003 — при внутрикожном. Требуется путь введения для конкретного протокола; зона и единицы токсина этого не доказывают.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;179;botullinoterapiya;Ботулинотерапия;Шея (тяжи платизмы);Условно: требуется подтверждение протокола;;;A11.02.002 | A11.01.003;Внутримышечное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;"A11.02.002 — при внутримышечном введении, A11.01.003 — при внутрикожном. Требуется путь введения для конкретного протокола; зона и единицы токсина этого не доказывают.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;180;botullinoterapiya;Ботулинотерапия;Коррекция нижней челюсти (бруксизм);Условно: требуется подтверждение протокола;;;A11.02.002 | A11.01.003;Внутримышечное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;"A11.02.002 — при внутримышечном введении, A11.01.003 — при внутрикожном. Требуется путь введения для конкретного протокола; зона и единицы токсина этого не доказывают.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;181;botullinoterapiya;Ботулинотерапия;Коррекция через 2 недели, 1 ед (миотокс);Условно: требуется подтверждение протокола;;;A11.02.002 | A11.01.003;Внутримышечное введение лекарственных препаратов | Внутрикожное введение лекарственных препаратов;"A11.02.002 — при внутримышечном введении, A11.01.003 — при внутрикожном. Требуется путь введения для конкретного протокола; зона и единицы токсина этого не доказывают.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
